N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
31, 21, 52, Sc, -40380.259, 232.873, 443659.623, 232.873, 0
30, 22, 52, Ti, -49464.024, 7.138, 451961.035, 7.139, 0
29, 23, 52, V, -51437.409, 1.326, 453152.067, 1.328, 0
28, 24, 52, Cr, -55412.797, 1.407, 456345.101, 1.409, 0
27, 25, 52, Mn, -50701.137, 2.359, 450851.088, 2.359, 0
26, 26, 52, Fe, -48329.137, 10.274, 447696.735, 10.275, 0
25, 27, 52, Co, -33916, 65, 432501, 65, 1
24, 28, 52, Ni, -22654, 84, 420457, 84, 1
23, 29, 52, Cu, -2627, 261, 399647, 261, 1
35, 18, 53, Ar, 5800, 1000, 407897, 1000, 1
34, 19, 53, K, -11998, 699, 424913, 699, 1
33, 20, 53, Ca, -27898, 503, 440031, 503, 1
32, 21, 53, Sc, -38964.388, 260.818, 450315.076, 260.818, 0
31, 22, 53, Ti, -46824.604, 100.058, 457392.938, 100.058, 0
30, 23, 53, V, -51844.604, 3.398, 461630.585, 3.398, 0
29, 24, 53, Cr, -55280.638, 1.403, 464284.265, 1.404, 0
28, 25, 53, Mn, -54683.625, 1.438, 462904.899, 1.439, 0
27, 26, 53, Fe, -50941.273, 2.106, 458380.194, 2.107, 0
26, 27, 53, Co, -42639.145, 18.058, 449295.712, 18.058, 0
25, 28, 53, Ni, -29379, 158, 435254, 158, 1
24, 29, 53, Cu, -13460, 261, 418552, 261, 1
35, 19, 54, K, -5598, 904, 426585, 904, 1
34, 20, 54, Ca, -23585, 699, 443790, 699, 1
33, 21, 54, Sc, -34465.273, 465.747, 453887.283, 465.747, 0
32, 22, 54, Ti, -45764.293, 232.873, 464403.950, 232.873, 0
31, 23, 54, V, -49886.730, 15.064, 467744.033, 15.064, 0
30, 24, 54, Cr, -56928.321, 1.391, 474003.271, 1.392, 0
29, 25, 54, Mn, -55551.269, 1.723, 471843.866, 1.724, 0
28, 26, 54, Fe, -56248.410, 1.328, 471758.653, 1.330, 0
27, 27, 54, Co, -48005.330, 1.346, 462733.220, 1.348, 0
26, 28, 54, Ni, -39206.103, 50.021, 453151.639, 50.021, 0
25, 29, 54, Cu, -21694, 214, 434858, 214, 1
24, 30, 54, Zn, -6567, 401, 418948, 401, 1
36, 19, 55, K, -570, 1000, 429628, 1000, 1
35, 20, 55, Ca, -18118, 699, 446393, 699, 1
34, 21, 55, Sc, -28503.712, 1024.643, 455997.045, 1024.643, 0
33, 22, 55, Ti, -41805.444, 242.188, 468516.424, 242.188, 0
32, 23, 55, V, -49147.298, 100.010, 475075.924, 100.010, 0
31, 24, 55, Cr, -55103.298, 1.447, 480249.571, 1.449, 0
30, 25, 55, Mn, -57706.384, 1.349, 482070.303, 1.350, 0
29, 26, 55, Fe, -57475.007, 1.347, 481056.573, 1.349, 0
28, 27, 55, Co, -54023.711, 1.365, 476822.923, 1.367, 0
27, 28, 55, Ni, -45329.911, 11.094, 467346.770, 11.094, 0
26, 29, 55, Cu, -31624, 298, 452859, 298, 1
25, 30, 55, Zn, -14923, 252, 435375, 252, 1
36, 20, 56, Ca, -13237, 904, 449584, 904, 1
35, 21, 56, Sc, -25467, 699, 461032, 699, 1
34, 22, 56, Ti, -39132.057, 279.448, 473914.359, 279.448, 0
33, 23, 56, V, -46239.355, 242.188, 480239.304, 242.188, 0
32, 24, 56, Cr, -55288.596, 9.588, 488506.192, 9.588, 0
31, 25, 56, Mn, -56905.551, 1.381, 489340.793, 1.383, 0
30, 26, 56, Fe, -60601.003, 1.354, 492253.892, 1.356, 0
29, 27, 56, Co, -56035.003, 2.415, 486905.539, 2.416, 0
28, 28, 56, Ni, -53899.645, 11.130, 483987.827, 11.131, 0
27, 29, 56, Cu, -38601, 140, 467907, 140, 1
26, 30, 56, Zn, -25728, 261, 454251, 261, 1
25, 31, 56, Ga, -4741, 261, 432482, 261, 1
37, 20, 57, Ca, -7120, 1000, 451539, 1000, 1
36, 21, 57, Sc, -21387, 699, 465023, 699, 1
35, 22, 57, Ti, -33254.331, 931.494, 476107.956, 931.494, 0
34, 23, 57, V, -44376.367, 251.503, 486447.639, 251.503, 0
33, 24, 57, Cr, -52392.990, 92.367, 493681.909, 92.368, 0
32, 25, 57, Mn, -57484.854, 3.323, 497991.419, 3.324, 0
31, 26, 57, Fe, -60175.708, 1.357, 499899.919, 1.359, 0
30, 27, 57, Co, -59339.666, 1.389, 498281.524, 1.390, 0
29, 28, 57, Ni, -56075.475, 2.925, 494234.980, 2.926, 0
28, 29, 57, Cu, -47305.268, 15.712, 484682.419, 15.712, 0
27, 30, 57, Zn, -32686, 143, 469281, 143, 1
26, 31, 57, Ga, -15901, 261, 451713, 261, 1
37, 21, 58, Sc, -15770, 801, 467477, 801, 1
36, 22, 58, Ti, -31568, 699, 482493, 699, 1
35, 23, 58, V, -40380.259, 260.818, 490522.853, 260.818, 0
34, 24, 58, Cr, -51930.783, 242.188, 501291.024, 242.188, 0
33, 25, 58, Mn, -55902.253, 30.032, 504480.141, 30.032, 0
32, 26, 58, Fe, -62148.844, 1.382, 509944.378, 1.384, 0
31, 27, 58, Co, -59841.428, 1.727, 506854.609, 1.729, 0
30, 28, 58, Ni, -60223.014, 1.441, 506453.842, 1.443, 0
29, 29, 58, Cu, -51659.966, 2.545, 497108.440, 2.546, 0
28, 30, 58, Zn, -42293.114, 50.021, 486959.235, 50.021, 0
27, 31, 58, Ga, -23986, 214, 467870, 214, 1
26, 32, 58, Ge, -8374, 317, 451476, 317, 1
38, 21, 59, Sc, -11140, 900, 470918, 900, 1
37, 22, 59, Ti, -26119, 699, 485115, 699, 1
36, 23, 59, V, -37911.800, 326.023, 496125.718, 326.023, 0
35, 24, 59, Cr, -47850.840, 251.503, 505282.404, 251.503, 0
34, 25, 59, Mn, -55473.100, 28.769, 512122.310, 28.769, 0
33, 26, 59, Fe, -60658.421, 1.397, 516525.278, 1.399, 0
32, 27, 59, Co, -62223.609, 1.420, 517308.113, 1.422, 0
31, 28, 59, Ni, -61151.125, 1.440, 515453.276, 1.441, 0
30, 29, 59, Cu, -56351.547, 1.683, 509871.344, 1.684, 0
29, 30, 59, Zn, -47257.409, 37.177, 499994.852, 37.177, 0
28, 31, 59, Ga, -34121, 168, 486076, 168, 1
27, 32, 59, Ge, -17000, 279, 468172, 279, 1
38, 22, 60, Ti, -22691, 801, 489759, 801, 1
37, 23, 60, V, -33068.032, 558.896, 499353.272, 558.896, 0
36, 24, 60, Cr, -46826.196, 260.818, 512329.083, 260.818, 0
35, 25, 60, Mn, -52914.442, 272.520, 517634.976, 272.520, 0
34, 26, 60, Fe, -61406.923, 3.662, 525345.103, 3.663, 0
33, 27, 60, Co, -61644.218, 1.422, 524800.045, 1.424, 0
32, 28, 60, Ni, -64468.100, 1.418, 526841.574, 1.420, 0
31, 29, 60, Cu, -58341.209, 2.505, 519932.329, 2.506, 0
30, 30, 60, Zn, -54183.106, 10.637, 514991.872, 10.637, 0
29, 31, 60, Ga, -39998, 112, 500025, 112, 1
28, 32, 60, Ge, -27768, 233, 487012, 233, 1
27, 33, 60, As, -6399, 596, 464861, 596, 1
39, 22, 61, Ti, -16750, 900, 491889, 900, 1
38, 23, 61, V, -30357, 699, 504714, 699, 1
37, 24, 61, Cr, -42764.883, 279.448, 516339.093, 279.448, 0
36, 25, 61, Mn, -51735.169, 260.818, 524527.025, 260.818, 0
35, 26, 61, Fe, -58917.489, 20.052, 530926.992, 20.052, 0
34, 27, 61, Co, -62895.042, 1.608, 534122.191, 1.610, 0
33, 28, 61, Ni, -64216.775, 1.421, 534661.571, 1.423, 0
32, 29, 61, Cu, -61979.570, 1.812, 531642.012, 1.813, 0
31, 30, 61, Zn, -56342.425, 16.349, 525222.514, 16.349, 0
30, 31, 61, Ga, -47348, 196, 515446, 196, 1
29, 32, 61, Ge, -33729, 298, 501045, 298, 1
28, 33, 61, As, -18052, 596, 484585, 596, 1
39, 23, 62, V, -25020, 699, 507448, 699, 1
38, 24, 62, Cr, -41172.029, 372.598, 522817.561, 372.598, 0
37, 25, 62, Mn, -48465.626, 260.818, 529328.805, 260.818, 0
36, 26, 62, Fe, -58897.896, 14.548, 538978.721, 14.549, 0
35, 27, 62, Co, -61428.097, 20.051, 540726.569, 20.052, 0
34, 28, 62, Ni, -66742.688, 1.434, 545258.806, 1.436, 0
33, 29, 62, Cu, -62794.517, 4.171, 540528.282, 4.172, 0
32, 30, 62, Zn, -61167.353, 10.139, 538118.764, 10.139, 0
31, 31, 62, Ga, -51996.353, 27.907, 528165.411, 27.907, 0
30, 32, 62, Ge, -42243, 140, 517630, 140, 1
29, 33, 62, As, -24964, 298, 499568, 298, 1
40, 23, 63, V, -21657, 904, 512156, 904, 1
39, 24, 63, Cr, -35527, 699, 525244, 699, 1
38, 25, 63, Mn, -46751.677, 279.448, 535686.179, 279.448, 0
37, 26, 63, Fe, -55779.304, 187.633, 543931.452, 187.633, 0
36, 27, 63, Co, -61837.017, 20.052, 549206.812, 20.052, 0
35, 28, 63, Ni, -65509.217, 1.435, 552096.659, 1.437, 0
34, 29, 63, Cu, -65576.162, 1.435, 551381.251, 1.437, 0
33, 30, 63, Zn, -62209.293, 2.127, 547232.028, 2.128, 0
32, 31, 63, Ga, -56689.293, 100.023, 540929.675, 100.023, 0
31, 32, 63, Ge, -46910, 196, 530368, 196, 1
30, 33, 63, As, -33823, 503, 516498, 503, 1
40, 24, 64, Cr, -33347, 699, 531136, 699, 1
39, 25, 64, Mn, -43100.221, 326.023, 540106.046, 326.023, 0
38, 26, 64, Fe, -55079.232, 279.448, 551302.703, 279.448, 0
37, 27, 64, Co, -59789.309, 20.052, 555230.427, 20.052, 0
36, 28, 64, Ni, -67095.900, 1.448, 561754.664, 1.450, 0
35, 29, 64, Cu, -65420.802, 1.439, 559297.213, 1.441, 0
34, 30, 64, Zn, -65999.528, 1.671, 559093.585, 1.673, 0
33, 31, 64, Ga, -58834.729, 3.949, 551146.433, 3.950, 0
32, 32, 64, Ge, -54424.729, 250.031, 545954.080, 250.031, 0
31, 33, 64, As, -39521, 358, 530268, 358, 1
41, 24, 65, Cr, -27600, 904, 533460, 904, 1
40, 25, 65, Mn, -40892.580, 558.896, 545969.728, 558.896, 0
39, 26, 65, Fe, -51288.052, 279.448, 555582.846, 279.448, 0
38, 27, 65, Co, -59164.222, 13.419, 562676.663, 13.419, 0
37, 28, 65, Ni, -65122.587, 1.461, 567852.674, 1.464, 0
36, 29, 65, Cu, -67259.719, 1.731, 569207.453, 1.732, 0
35, 30, 65, Zn, -65907.775, 1.715, 567073.155, 1.717, 0
34, 31, 65, Ga, -62652.909, 1.815, 563035.935, 1.816, 0
33, 32, 65, Ge, -56410.559, 100.014, 556011.232, 100.014, 0
32, 33, 65, As, -47056, 391, 545874, 391, 1
31, 34, 65, Se, -32919, 596, 530955, 596, 1
41, 25, 66, Mn, -36496, 699, 549644, 699, 1
40, 26, 66, Fe, -50319.298, 326.023, 562685.415, 326.023, 0
39, 27, 66, Co, -56052.259, 272.794, 567636.023, 272.794, 0
38, 28, 66, Ni, -66028.726, 16.037, 576830.136, 16.038, 0
37, 29, 66, Cu, -66254.326, 1.734, 576273.382, 1.736, 0
36, 30, 66, Zn, -68896.301, 1.537, 578133.004, 1.539, 0
35, 31, 66, Ga, -63721.301, 3.371, 572175.651, 3.372, 0
34, 32, 66, Ge, -61621.301, 30.189, 569293.298, 30.189, 0
33, 33, 66, As, -52071.301, 58.407, 558960.944, 58.407, 0
32, 34, 66, Se, -41722, 298, 547829, 298, 1
42, 25, 67, Mn, -33701, 801, 554921, 801, 1
41, 26, 67, Fe, -46574.693, 465.747, 567012.133, 465.747, 0
40, 27, 67, Co, -55321.420, 279.448, 574976.507, 279.448, 0
39, 28, 67, Ni, -63742.462, 19.065, 582615.195, 19.065, 0
38, 29, 67, Cu, -67300.158, 8.149, 585390.537, 8.150, 0
37, 30, 67, Zn, -67877.158, 1.554, 585185.184, 1.556, 0
36, 31, 67, Ga, -66876.681, 1.750, 583402.354, 1.752, 0
35, 32, 67, Ge, -62653.753, 4.909, 578397.072, 4.909, 0
34, 33, 67, As, -56643.753, 100.120, 571604.719, 100.120, 0
33, 34, 67, Se, -46491, 196, 560669, 196, 1
32, 35, 67, Br, -32798, 503, 546194, 503, 1
42, 26, 68, Fe, -44237, 699, 572745, 699, 1
41, 27, 68, Co, -51828.318, 326.023, 579554.727, 326.023, 0
40, 28, 68, Ni, -63486.027, 16.502, 590430.083, 16.502, 0
39, 29, 68, Cu, -65541.887, 45.622, 591703.589, 45.622, 0
38, 30, 68, Zn, -70004.030, 1.623, 595383.379, 1.625, 0
37, 31, 68, Ga, -67082.930, 2.019, 591679.926, 2.020, 0
36, 32, 68, Ge, -66976.955, 6.383, 590791.597, 6.384, 0
35, 33, 68, As, -58876.955, 100.204, 581909.244, 100.204, 0
34, 34, 68, Se, -54148, 298, 576398, 298, 1
33, 35, 68, Br, -38892, 537, 560359, 537, 1
43, 26, 69, Fe, -39402, 801, 575982, 801, 1
42, 27, 69, Co, -51045.864, 372.598, 586843.595, 372.598, 0
41, 28, 69, Ni, -60377.721, 137.912, 595393.100, 137.912, 0
40, 29, 69, Cu, -65739.917, 8.085, 599972.942, 8.086, 0
39, 30, 69, Zn, -68414.928, 1.692, 601865.600, 1.694, 0
38, 31, 69, Ga, -69320.923, 3.031, 601989.242, 3.032, 0
37, 32, 69, Ge, -67093.638, 3.080, 598979.603, 3.081, 0
36, 33, 69, As, -63080.621, 31.300, 594184.232, 31.301, 0
35, 34, 69, Se, -56297.481, 34.476, 586618.739, 34.476, 0
34, 35, 69, Br, -46409, 314, 575948, 314, 1
33, 36, 69, Kr, -32304, 503, 561061, 503, 1
43, 27, 70, Co, -46752, 699, 590621, 699, 1
42, 28, 70, Ni, -59485.198, 326.023, 602571.899, 326.023, 0
41, 29, 70, Cu, -62960.334, 14.528, 605264.682, 14.529, 0
40, 30, 70, Zn, -69559.425, 3.327, 611081.420, 3.328, 0
39, 31, 70, Ga, -68904.705, 3.082, 609644.346, 3.083, 0
38, 32, 70, Ge, -70560.320, 1.742, 610517.607, 1.744, 0
37, 33, 70, As, -64340.320, 50.030, 603515.254, 50.030, 0
36, 34, 70, Se, -61940, 206, 600333, 206, 1
35, 35, 70, Br, -51970, 267, 589581, 267, 1
34, 36, 70, Kr, -40976, 401, 577804, 401, 1
44, 27, 71, Co, -44963, 801, 596904, 801, 1
43, 28, 71, Ni, -55889.632, 372.598, 607047.656, 372.598, 0
42, 29, 71, Cu, -62764.225, 35.158, 613139.896, 35.158, 0
41, 30, 71, Zn, -67321.674, 10.539, 616914.992, 10.539, 0
40, 31, 71, Ga, -70136.821, 1.764, 618947.785, 1.767, 0
39, 32, 71, Ge, -69904.897, 1.742, 617933.507, 1.744, 0
38, 33, 71, As, -67892.187, 4.363, 615138.444, 4.364, 0
37, 34, 71, Se, -63464.187, 125.076, 609928.091, 125.076, 0
36, 35, 71, Br, -56592, 300, 602274, 300, 1
35, 36, 71, Kr, -46100, 298, 590999, 298, 1
34, 37, 71, Rb, -32304, 503, 576421, 503, 1
45, 27, 72, Co, -40604, 801, 600616, 801, 1
44, 28, 72, Ni, -54678.690, 465.747, 613908.036, 465.747, 0
43, 29, 72, Cu, -60063, 196, 618510, 196, 1
42, 30, 72, Zn, -68128.416, 6.094, 625793.056, 6.095, 0
41, 31, 72, Ga, -68586.498, 2.028, 625468.785, 2.030, 0
40, 32, 72, Ge, -72585.557, 1.461, 628685.490, 1.465, 0
39, 33, 72, As, -68229.459, 4.336, 623547.039, 4.337, 0
38, 34, 72, Se, -67894.432, 12.094, 622429.659, 12.094, 0
37, 35, 72, Br, -59152.770, 258.615, 612905.643, 258.615, 0
36, 36, 72, Kr, -54112.770, 270.706, 607083.289, 270.706, 0
35, 37, 72, Rb, -38117, 503, 590305, 503, 1
45, 28, 73, Ni, -50226, 596, 617527, 596, 1
44, 29, 73, Cu, -59159, 298, 625677, 298, 1
43, 30, 73, Zn, -65409.994, 40.027, 631145.957, 40.027, 0
42, 31, 73, Ga, -69703.842, 6.334, 634657.452, 6.335, 0
41, 32, 73, Ge, -71297.136, 1.461, 635468.392, 1.464, 0
40, 33, 73, As, -70956.276, 3.860, 634345.179, 3.861, 0
39, 34, 73, Se, -68216.276, 10.719, 630822.826, 10.719, 0
38, 35, 73, Br, -63532.642, 132.574, 625356.837, 132.574, 0
37, 36, 73, Kr, -56885.291, 138.401, 617927.133, 138.401, 0
36, 37, 73, Rb, -46234, 483, 606493, 483, 1
35, 38, 73, Sr, -31699, 596, 591176, 596, 1
46, 28, 74, Ni, -48522, 699, 623894, 699, 1
45, 29, 74, Cu, -55703, 401, 630293, 401, 1
44, 30, 74, Zn, -65709.197, 47.379, 639516.483, 47.379, 0
43, 31, 74, Ga, -68054.011, 70.726, 641078.943, 70.726, 0
42, 32, 74, Ge, -73422.011, 1.460, 645664.590, 1.464, 0
41, 33, 74, As, -70859.599, 2.228, 642319.824, 2.230, 0
40, 34, 74, Se, -72212.607, 1.505, 642890.480, 1.509, 0
39, 35, 74, Br, -65305.961, 15.075, 635201.480, 15.076, 0
38, 36, 74, Kr, -62169.554, 59.425, 631282.719, 59.425, 0
37, 37, 74, Rb, -51725.504, 720.072, 620056.316, 720.072, 0
36, 38, 74, Sr, -40697, 503, 608245, 503, 1
47, 28, 75, Ni, -43808, 801, 627251, 801, 1
46, 29, 75, Cu, -54306, 503, 636967, 503, 1
45, 30, 75, Zn, -62468.419, 70.918, 644347.028, 70.918, 0
44, 31, 75, Ga, -68464.198, 6.831, 649560.453, 6.832, 0
43, 32, 75, Ge, -71855.908, 1.462, 652169.809, 1.466, 0
42, 33, 75, As, -73032.457, 1.649, 652564.005, 1.652, 0
41, 34, 75, Se, -72168.818, 1.503, 650918.013, 1.507, 0
40, 35, 75, Br, -69138.818, 13.691, 647105.659, 13.691, 0
39, 36, 75, Kr, -64241.597, 15.481, 641426.085, 15.481, 0
38, 37, 75, Rb, -57222.414, 7.731, 633624.548, 7.731, 0
37, 38, 75, Sr, -46649, 298, 622269, 298, 1
48, 28, 76, Ni, -41610, 904, 633124, 904, 1
47, 29, 76, Cu, -50310, 596, 641042, 596, 1
46, 30, 76, Zn, -62042.888, 120.425, 651992.819, 120.425, 0
45, 31, 76, Ga, -66202.888, 90.012, 655370.466, 90.012, 0
44, 32, 76, Ge, -73212.888, 1.473, 661598.112, 1.477, 0
43, 33, 76, As, -72289.575, 1.650, 659892.446, 1.653, 0
42, 34, 76, Se, -75251.563, 1.480, 662072.081, 1.483, 0
41, 35, 76, Br, -70288.688, 9.439, 656326.852, 9.439, 0
40, 36, 76, Kr, -68978.700, 10.625, 654234.511, 10.626, 0
39, 37, 76, Rb, -60480.547, 7.717, 644954.005, 7.717, 0
38, 38, 76, Sr, -54390, 298, 638081, 298, 1
49, 28, 77, Ni, -36487, 997, 636073, 997, 1
48, 29, 77, Cu, -48484, 699, 647288, 699, 1
47, 30, 77, Zn, -58604.138, 134.177, 656625.392, 134.177, 0
46, 31, 77, Ga, -65874.138, 60.028, 663113.039, 60.028, 0
45, 32, 77, Ge, -71214.138, 1.832, 667670.685, 1.835, 0
44, 33, 77, As, -73916.177, 2.188, 669590.371, 2.190, 0
43, 34, 77, Se, -74599.049, 1.480, 669490.889, 1.484, 0
42, 35, 77, Br, -73233.933, 3.161, 667343.420, 3.163, 0
41, 36, 77, Kr, -70171.407, 8.773, 663498.541, 8.774, 0
40, 37, 77, Rb, -64825.826, 7.661, 657370.606, 7.662, 0
39, 38, 77, Sr, -57974.770, 150.440, 649737.197, 150.440, 0
38, 39, 77, Y, -46929, 298, 637909, 298, 1
50, 28, 78, Ni, -33720, 1099, 641377, 1099, 1
49, 29, 78, Cu, -43957, 801, 650832, 801, 1
48, 30, 78, Zn, -57222.063, 161.291, 663314.640, 161.291, 0
47, 31, 78, Ga, -63662.063, 80.092, 668972.286, 80.092, 0
46, 32, 78, Ge, -71862.063, 3.830, 676389.933, 3.832, 0
45, 33, 78, As, -72816.201, 9.913, 676561.717, 9.914, 0
44, 34, 78, Se, -77025.673, 1.487, 679988.836, 1.491, 0
43, 35, 78, Br, -73451.896, 3.872, 675632.706, 3.873, 0
42, 36, 78, Kr, -74159.700, 6.608, 675558.156, 6.609, 0
41, 37, 78, Rb, -66935.766, 7.732, 667551.869, 7.732, 0
40, 38, 78, Sr, -63174.508, 7.808, 663008.257, 7.809, 0
39, 39, 78, Y, -52629, 401, 651681, 401, 1
50, 29, 79, Cu, -41656, 904, 656603, 904, 1
49, 30, 79, Zn, -53937.989, 268.386, 668101.889, 268.386, 0
48, 31, 79, Ga, -62487.989, 120.129, 675869.535, 120.129, 0
47, 32, 79, Ge, -69487.989, 89.616, 682087.182, 89.616, 0
46, 33, 79, As, -73635.989, 5.573, 685452.828, 5.574, 0
45, 34, 79, Se, -75916.934, 1.513, 686951.420, 1.516, 0
44, 35, 79, Br, -76067.980, 1.906, 686320.113, 1.909, 0
43, 36, 79, Kr, -74442.202, 3.840, 683911.982, 3.841, 0
42, 37, 79, Rb, -70796.589, 6.615, 679484.015, 6.615, 0
41, 38, 79, Sr, -65477.427, 8.702, 673382.500, 8.702, 0
40, 39, 79, Y, -58357.427, 450.084, 665480.146, 450.084, 0
39, 40, 79, Zr, -47357, 401, 653698, 401, 1
51, 29, 80, Cu, -35499, 904, 658517, 904, 1
50, 30, 80, Zn, -51777.345, 171.277, 674012.567, 171.277, 0
49, 31, 80, Ga, -59067.745, 122.213, 680520.614, 122.213, 0
48, 32, 80, Ge, -69447.745, 23.150, 690118.261, 23.151, 0
47, 33, 80, As, -72117.967, 21.103, 692006.129, 21.103, 0
46, 34, 80, Se, -77759.404, 1.879, 696865.213, 1.883, 0
45, 35, 80, Br, -75888.849, 1.898, 694212.305, 1.901, 0
44, 36, 80, Kr, -77893.342, 3.839, 695434.444, 3.840, 0
43, 37, 80, Rb, -72172.776, 7.244, 688931.525, 7.244, 0
42, 38, 80, Sr, -70304.883, 7.808, 686281.278, 7.809, 0
41, 39, 80, Y, -63357.975, 128.953, 678552.017, 128.953, 0
40, 40, 80, Zr, -55377, 298, 669789, 298, 1
51, 30, 81, Zn, -46128, 401, 676434, 401, 1
50, 31, 81, Ga, -57982.741, 192.174, 687506.933, 192.174, 0
49, 32, 81, Ge, -66302.741, 120.128, 695044.579, 120.128, 0
48, 33, 81, As, -72532.741, 5.547, 700492.226, 5.548, 0
47, 34, 81, Se, -76389.081, 1.973, 703566.213, 1.976, 0
46, 35, 81, Br, -77974.363, 2.818, 704369.142, 2.820, 0
45, 36, 81, Kr, -77693.650, 2.851, 703306.075, 2.853, 0
44, 37, 81, Rb, -75456.438, 6.274, 700286.509, 6.274, 0
43, 38, 81, Sr, -71526.530, 7.808, 695574.248, 7.809, 0
42, 39, 81, Y, -66016.164, 62.336, 689281.528, 62.336, 0
41, 40, 81, Zr, -58856.164, 296.624, 681339.175, 296.624, 0
40, 41, 81, Nb, -47460, 401, 669160, 401, 1
52, 30, 82, Zn, -42066, 401, 680444, 401, 1
51, 31, 82, Ga, -52946, 298, 690542, 298, 1
50, 32, 82, Ge, -65623.439, 244.140, 702436.600, 244.140, 0
49, 33, 82, As, -70323.439, 200.011, 706354.247, 200.011, 0
48, 34, 82, Se, -77593.439, 2.074, 712841.893, 2.077, 0
47, 35, 82, Br, -77495.943, 2.814, 711962.044, 2.816, 0
46, 36, 82, Kr, -80588.563, 2.575, 714272.310, 2.577, 0
45, 37, 82, Rb, -76189.034, 7.025, 709090.428, 7.026, 0
44, 38, 82, Sr, -76008.727, 5.837, 708127.768, 5.838, 0
43, 39, 82, Y, -68192.736, 102.593, 699529.424, 102.594, 0
42, 40, 82, Zr, -64192.736, 510.417, 694747.070, 510.417, 0
41, 41, 82, Nb, -52974, 298, 682746, 298, 1
52, 31, 83, Ga, -49490, 503, 695157, 503, 1
51, 32, 83, Ge, -61004, 298, 705888, 298, 1
50, 33, 83, As, -69880.088, 220.030, 713982.218, 220.030, 0
49, 34, 83, Se, -75340.088, 3.647, 718659.865, 3.649, 0
48, 35, 83, Br, -79009.106, 4.268, 721546.530, 4.269, 0
47, 36, 83, Kr, -79981.833, 3.254, 721736.904, 3.256, 0
46, 37, 83, Rb, -79072.696, 6.078, 720045.414, 6.079, 0
45, 38, 83, Sr, -76796.985, 8.571, 716987.348, 8.571, 0
44, 39, 83, Y, -72328.103, 43.941, 711736.113, 43.941, 0
43, 40, 83, Zr, -66460.103, 95.686, 705085.760, 95.686, 0
42, 41, 83, Nb, -58960.103, 314.890, 696803.406, 314.890, 0
41, 42, 83, Mo, -47748, 503, 684809, 503, 1
53, 31, 84, Ga, -44395, 596, 698133, 596, 1
52, 32, 84, Ge, -58395, 401, 711351, 401, 1
51, 33, 84, As, -66080, 298, 718254, 298, 1
50, 34, 84, Se, -75949.796, 14.583, 727340.896, 14.583, 0
49, 35, 84, Br, -77776.304, 25.418, 728385.051, 25.419, 0
48, 36, 84, Kr, -82431.033, 3.013, 732257.427, 3.016, 0
47, 37, 84, Rb, -79750.149, 3.104, 728794.189, 3.106, 0
46, 38, 84, Sr, -80644.288, 3.416, 728905.975, 3.417, 0
45, 39, 84, Y, -74158.306, 91.387, 721637.639, 91.387, 0
44, 40, 84, Zr, -71492, 196, 718189, 196, 1
43, 41, 84, Nb, -61879, 298, 707794, 298, 1
42, 42, 84, Mo, -55806, 401, 700938, 401, 1
53, 32, 85, Ge, -53384, 503, 714411, 503, 1
52, 33, 85, As, -63519, 298, 723763, 298, 1
51, 34, 85, Se, -72428.605, 29.981, 731891.028, 29.982, 0
50, 35, 85, Br, -78610.605, 19.232, 737290.674, 19.233, 0
49, 36, 85, Kr, -81480.605, 2.981, 739378.321, 2.983, 0
48, 37, 85, Rb, -82167.687, 2.332, 739283.050, 2.335, 0
47, 38, 85, Sr, -81102.665, 3.480, 737435.675, 3.481, 0
46, 39, 85, Y, -77847.665, 25.241, 733398.321, 25.241, 0
45, 40, 85, Zr, -73154.665, 102.167, 727922.968, 102.167, 0
44, 41, 85, Nb, -67154.665, 224.584, 721140.615, 224.584, 0
43, 42, 85, Mo, -59066, 401, 712270, 401, 1
42, 43, 85, Tc, -47562, 503, 699983, 503, 1
54, 32, 86, Ge, -50049, 596, 719148, 596, 1
53, 33, 86, As, -59401, 401, 727717, 401, 1
52, 34, 86, Se, -70540.945, 15.594, 738074.691, 15.595, 0
51, 35, 86, Br, -75639.945, 11.054, 742391.337, 11.054, 0
50, 36, 86, Kr, -83265.945, 1.089, 749234.984, 1.095, 0
49, 37, 86, Rb, -82747.319, 2.333, 747934.005, 2.336, 0
48, 38, 86, Sr, -84521.563, 2.206, 748925.895, 2.209, 0
47, 39, 86, Y, -79281.563, 14.313, 742903.541, 14.314, 0
46, 40, 86, Zr, -77805.027, 30.079, 740644.652, 30.079, 0
45, 41, 86, Nb, -69827.027, 85.468, 731884.298, 85.468, 0
44, 42, 86, Mo, -64557.027, 438.412, 725831.945, 438.412, 0
43, 43, 86, Tc, -53207, 298, 713699, 298, 1
54, 33, 87, As, -56281, 503, 732668, 503, 1
53, 34, 87, Se, -66582.484, 39.234, 742187.552, 39.234, 0
52, 35, 87, Br, -73857.484, 17.728, 748680.199, 17.729, 0
51, 36, 87, Kr, -80709.984, 1.338, 754750.345, 1.343, 0
50, 37, 87, Rb, -84595.045, 2.484, 757853.053, 2.487, 0
49, 38, 87, Sr, -84878.358, 2.204, 757354.013, 2.208, 0
48, 39, 87, Y, -83016.752, 2.593, 754710.053, 2.596, 0
47, 40, 87, Zr, -79347.835, 8.291, 750258.783, 8.292, 0
46, 41, 87, Nb, -74182.835, 60.570, 744311.429, 60.570, 0
